time,station_id,sbe_temp_avg,gross_range_test,climatology_test,flat_line_test,rate_of_change_test,spike_test,attenuated_signal_test,aggregate
2019-01-01 16:40:00,Mace Head,9.753826,1,3,1,1,1,1,3.0
2019-01-01 16:50:00,Mace Head,9.749519,1,3,1,1,1,1,3.0
2019-01-01 17:00:00,Mace Head,9.749424,1,3,1,1,1,1,3.0
2019-01-01 17:10:00,Mace Head,9.757142,1,3,1,1,1,1,3.0
2019-01-01 17:20:00,Mace Head,9.769762,1,3,1,1,1,1,3.0
2019-01-01 17:30:00,Mace Head,9.780837,1,3,1,1,1,1,3.0
2019-01-01 17:40:00,Mace Head,9.771178,1,3,1,1,1,1,3.0
2019-01-01 17:50:00,Mace Head,9.765316,1,3,1,1,1,1,3.0
2019-01-01 18:00:00,Mace Head,9.76182,1,3,1,1,1,1,3.0
2019-01-01 18:10:00,Mace Head,9.753254,1,3,1,1,1,1,3.0
2019-01-01 18:20:00,Mace Head,9.74947,1,3,1,1,1,1,3.0
2019-01-01 18:30:00,Mace Head,9.749087,1,3,1,1,1,1,3.0
2019-01-01 18:40:00,Mace Head,9.744734,1,3,1,1,1,1,3.0
2019-01-01 18:50:00,Mace Head,9.738575,1,3,1,1,1,1,3.0
2019-01-01 19:00:00,Mace Head,9.737674,1,3,1,1,1,1,3.0
2019-01-01 19:10:00,Mace Head,9.744969,1,3,1,1,1,1,3.0
2019-01-01 19:20:00,Mace Head,9.730053,1,3,1,1,1,1,3.0
2019-01-01 19:30:00,Mace Head,9.722477,1,3,1,1,1,1,3.0
2019-01-01 19:40:00,Mace Head,9.71801,1,3,1,1,1,1,3.0
2019-01-01 19:50:00,Mace Head,9.72205,1,3,1,1,1,1,3.0
2019-01-01 20:00:00,Mace Head,9.720909,1,3,1,1,1,1,3.0
2019-01-01 20:10:00,Mace Head,9.722566,1,3,1,1,1,1,3.0
2019-01-01 20:20:00,Mace Head,9.710455,1,3,1,1,1,1,3.0
2019-01-01 20:30:00,Mace Head,9.71155,1,3,1,1,1,1,3.0
2019-01-01 20:40:00,Mace Head,9.706654,1,3,1,1,1,1,3.0
2019-01-01 20:50:00,Mace Head,9.716381,1,3,1,1,1,1,3.0
2019-01-01 21:00:00,Mace Head,9.715839,1,3,1,1,1,1,3.0
2019-01-01 21:10:00,Mace Head,9.717277,1,3,1,1,1,1,3.0
2019-01-01 21:20:00,Mace Head,9.72245,1,3,1,1,1,1,3.0
2019-01-01 21:30:00,Mace Head,9.727341,1,3,1,1,1,1,3.0
2019-01-01 21:40:00,Mace Head,9.730315,1,3,1,1,1,1,3.0
2019-01-01 21:50:00,Mace Head,9.737505,1,3,1,1,1,1,3.0
2019-01-01 22:00:00,Mace Head,9.733201,1,3,1,1,1,1,3.0
2019-01-01 22:10:00,Mace Head,9.730423,1,3,1,1,1,1,3.0
2019-01-01 22:20:00,Mace Head,9.722579,1,3,1,1,1,1,3.0
2019-01-01 22:30:00,Mace Head,9.715622,1,3,1,1,1,1,3.0
2019-01-01 22:40:00,Mace Head,9.688728,1,3,1,1,1,1,3.0
2019-01-01 22:50:00,Mace Head,9.663833,1,3,1,1,1,1,3.0
2019-01-01 23:00:00,Mace Head,9.673112,1,3,1,1,1,1,3.0
2019-01-01 23:10:00,Mace Head,9.679849,1,3,1,1,1,1,3.0
2019-01-01 23:20:00,Mace Head,9.688742,1,3,1,1,1,1,3.0
2019-01-01 23:30:00,Mace Head,9.693707,1,3,1,1,1,1,3.0
2019-01-01 23:40:00,Mace Head,9.70927,1,3,1,1,1,1,3.0
2019-01-01 23:50:00,Mace Head,9.741982,1,3,1,1,1,1,3.0
2019-01-02 00:00:00,Mace Head,9.754378,1,3,1,1,1,1,3.0
2019-01-02 00:10:00,Mace Head,9.760455,1,3,1,1,1,1,3.0
2019-01-02 00:20:00,Mace Head,9.755113,1,3,1,1,1,1,3.0
2019-01-02 00:30:00,Mace Head,9.746406,1,3,1,1,1,1,3.0
2019-01-02 00:40:00,Mace Head,9.749974,1,3,1,1,1,1,3.0
2019-01-02 00:50:00,Mace Head,9.742153,1,3,1,1,1,1,3.0
2019-01-02 01:00:00,Mace Head,9.744706,1,3,1,1,1,1,3.0
2019-01-02 01:10:00,Mace Head,9.753665,1,3,1,1,1,1,3.0
2019-01-02 01:20:00,Mace Head,9.755397,1,3,1,1,1,1,3.0
2019-01-02 01:30:00,Mace Head,9.749004,1,3,1,1,1,1,3.0
2019-01-02 01:40:00,Mace Head,9.750912,1,3,1,1,1,1,3.0
2019-01-02 01:50:00,Mace Head,9.752196,1,3,1,1,1,1,3.0
2019-01-02 02:00:00,Mace Head,9.756578,1,3,1,1,1,1,3.0
2019-01-02 02:10:00,Mace Head,9.754231,1,3,1,1,1,1,3.0
2019-01-02 02:20:00,Mace Head,9.756414,1,3,1,1,1,1,3.0
2019-01-02 02:30:00,Mace Head,9.756679,1,3,1,1,1,1,3.0
2019-01-02 02:40:00,Mace Head,9.753942,1,3,1,1,1,1,3.0
2019-01-02 02:50:00,Mace Head,9.735858,1,3,1,1,1,1,3.0
2019-01-02 03:00:00,Mace Head,9.711355,1,3,1,1,1,1,3.0
2019-01-02 03:10:00,Mace Head,9.693323,1,3,1,1,1,1,3.0
2019-01-02 03:20:00,Mace Head,9.70177,1,3,1,1,1,1,3.0
2019-01-02 03:30:00,Mace Head,9.75722,1,3,1,1,1,1,3.0
2019-01-02 03:40:00,Mace Head,9.783272,1,3,1,1,1,1,3.0
2019-01-02 03:50:00,Mace Head,9.802333,1,3,1,1,1,1,3.0
2019-01-02 04:00:00,Mace Head,9.799463,1,3,1,1,1,1,3.0
2019-01-02 04:10:00,Mace Head,9.77927,1,3,1,1,1,1,3.0
2019-01-02 04:20:00,Mace Head,9.778616,1,3,1,1,1,1,3.0
2019-01-02 04:30:00,Mace Head,9.785523,1,3,1,1,1,1,3.0
2019-01-02 04:40:00,Mace Head,9.8006,1,3,1,1,1,1,3.0
2019-01-02 04:50:00,Mace Head,9.81028,1,3,1,1,1,1,3.0
2019-01-02 05:00:00,Mace Head,9.810971,1,3,1,1,1,1,3.0
2019-01-02 05:10:00,Mace Head,9.804661,1,3,1,1,1,1,3.0
2019-01-02 05:20:00,Mace Head,9.798153999999998,1,3,1,1,1,1,3.0
2019-01-02 05:30:00,Mace Head,9.792886,1,3,1,1,1,1,3.0
2019-01-02 05:40:00,Mace Head,9.798059,1,3,1,1,1,1,3.0
2019-01-02 05:50:00,Mace Head,9.797295,1,3,1,1,1,1,3.0
2019-01-02 06:00:00,Mace Head,9.783782,1,3,1,1,1,1,3.0
2019-01-02 06:10:00,Mace Head,9.777704,1,3,1,1,1,1,3.0
2019-01-02 06:20:00,Mace Head,9.754458,1,3,1,1,1,1,3.0
2019-01-02 06:30:00,Mace Head,9.743354,1,3,1,1,1,1,3.0
2019-01-02 06:40:00,Mace Head,9.747366,1,3,1,1,1,1,3.0
2019-01-02 06:50:00,Mace Head,9.756735,1,3,1,1,1,1,3.0
2019-01-02 07:00:00,Mace Head,9.760985,1,3,1,1,1,1,3.0
2019-01-02 07:10:00,Mace Head,9.748673,1,3,1,1,1,1,3.0
2019-01-02 07:20:00,Mace Head,9.737727,1,3,1,1,1,1,3.0
2019-01-02 07:30:00,Mace Head,9.73716,1,3,1,1,1,1,3.0
2019-01-02 07:40:00,Mace Head,9.733928,1,3,1,1,1,1,3.0
2019-01-02 07:50:00,Mace Head,9.732414,1,3,1,1,1,1,3.0
2019-01-02 08:00:00,Mace Head,9.748249,1,3,1,1,1,1,3.0
2019-01-02 08:10:00,Mace Head,9.729606,1,3,1,1,1,1,3.0
2019-01-02 08:20:00,Mace Head,9.724905,1,3,1,1,1,1,3.0
2019-01-02 08:30:00,Mace Head,9.710973,1,3,1,1,1,1,3.0
2019-01-02 08:40:00,Mace Head,9.696558,1,3,1,1,1,1,3.0
2019-01-02 08:50:00,Mace Head,9.696986,1,3,1,1,1,1,3.0
2019-01-02 09:00:00,Mace Head,9.700249,1,3,1,1,1,1,3.0
2019-01-02 09:10:00,Mace Head,9.709284,1,3,1,1,1,1,3.0
2019-01-02 09:20:00,Mace Head,9.716004,1,3,1,1,1,1,3.0
2019-01-02 09:30:00,Mace Head,9.72099,1,3,1,1,1,1,3.0
2019-01-02 09:40:00,Mace Head,9.732357,1,3,1,1,1,1,3.0
2019-01-02 09:50:00,Mace Head,9.730856,1,3,1,1,1,1,3.0
2019-01-02 10:00:00,Mace Head,9.730673,1,3,1,1,1,1,3.0
2019-01-02 10:10:00,Mace Head,9.73685,1,3,1,1,1,1,3.0
2019-01-02 10:20:00,Mace Head,9.747256,1,3,1,1,1,1,3.0
2019-01-02 10:30:00,Mace Head,9.755038,1,3,1,1,1,1,3.0
2019-01-02 10:40:00,Mace Head,9.756026,1,3,1,1,1,1,3.0
2019-01-02 10:50:00,Mace Head,9.756043,1,3,1,1,1,1,3.0
2019-01-02 11:00:00,Mace Head,9.759204,1,3,1,1,1,1,3.0
2019-01-02 11:10:00,Mace Head,9.767284,1,3,1,1,1,1,3.0
2019-01-02 11:20:00,Mace Head,9.772053,1,3,1,1,1,1,3.0
2019-01-02 11:30:00,Mace Head,9.769054,1,3,1,1,1,1,3.0
2019-01-02 11:40:00,Mace Head,9.770183,1,3,1,1,1,1,3.0
2019-01-02 11:50:00,Mace Head,9.775018,1,3,1,1,1,1,3.0
2019-01-02 12:00:00,Mace Head,9.778804,1,3,1,1,1,1,3.0
2019-01-03 00:10:00,Mace Head,9.835061,1,3,1,1,1,1,3.0
2019-01-03 00:20:00,Mace Head,9.838317,1,3,1,1,1,1,3.0
2019-01-03 00:30:00,Mace Head,9.842396,1,3,1,1,1,1,3.0
2019-01-03 00:40:00,Mace Head,9.845536,1,3,1,1,1,1,3.0
2019-01-03 00:50:00,Mace Head,9.848623,1,3,1,1,1,1,3.0
2019-01-03 01:00:00,Mace Head,9.855335,1,3,1,1,1,1,3.0
2019-01-03 01:10:00,Mace Head,9.863374,1,3,1,1,1,1,3.0
2019-01-03 01:20:00,Mace Head,9.874102,1,3,1,1,1,1,3.0
2019-01-03 01:30:00,Mace Head,9.882652,1,3,1,1,1,1,3.0
2019-01-03 01:40:00,Mace Head,9.877403,1,3,1,1,1,1,3.0
2019-01-03 01:50:00,Mace Head,9.870515,1,3,1,1,1,1,3.0
2019-01-03 02:00:00,Mace Head,9.873907,1,3,1,1,1,1,3.0
2019-01-03 02:10:00,Mace Head,9.879736,1,3,1,1,1,1,3.0
2019-01-03 02:20:00,Mace Head,9.882957,1,3,1,1,1,1,3.0
2019-01-03 02:30:00,Mace Head,9.887355,1,3,1,1,1,1,3.0
2019-01-03 02:40:00,Mace Head,9.893334,1,3,1,1,1,1,3.0
2019-01-03 02:50:00,Mace Head,9.897268,1,3,1,1,1,1,3.0
2019-01-03 03:00:00,Mace Head,9.900776,1,3,1,1,1,1,3.0
2019-01-03 03:10:00,Mace Head,9.900058,1,3,1,1,1,1,3.0
2019-01-03 03:20:00,Mace Head,9.899854,1,3,1,1,1,1,3.0
2019-01-03 03:30:00,Mace Head,9.90673,1,3,1,1,1,1,3.0
2019-01-03 03:40:00,Mace Head,9.911286,1,3,1,1,1,1,3.0
2019-01-03 03:50:00,Mace Head,9.915151,1,3,1,1,1,1,3.0
2019-01-03 04:00:00,Mace Head,9.92343,1,3,1,1,1,1,3.0
2019-01-03 04:10:00,Mace Head,9.916203,1,3,1,1,1,1,3.0
2019-01-03 04:20:00,Mace Head,9.916285,1,3,1,1,1,1,3.0
2019-01-03 04:30:00,Mace Head,9.919097,1,3,1,1,1,1,3.0
2019-01-03 04:40:00,Mace Head,9.921058,1,3,1,1,1,1,3.0
2019-01-03 04:50:00,Mace Head,9.925955,1,3,1,1,1,1,3.0
2019-01-03 05:00:00,Mace Head,9.929253,1,3,1,1,1,1,3.0
2019-01-03 05:10:00,Mace Head,9.932135,1,3,1,1,1,1,3.0
2019-01-03 05:20:00,Mace Head,9.933842,1,3,1,1,1,1,3.0
2019-01-03 05:30:00,Mace Head,9.933761,1,3,1,1,1,1,3.0
2019-01-03 05:40:00,Mace Head,9.933499,1,3,3,1,1,1,3.0
2019-01-03 05:50:00,Mace Head,9.933693,1,3,3,1,1,1,3.0
2019-01-03 06:00:00,Mace Head,9.933946,1,3,3,1,1,1,3.0
2019-01-03 06:10:00,Mace Head,9.934756,1,3,1,1,1,1,3.0
2019-01-03 06:20:00,Mace Head,9.936367,1,3,1,1,1,1,3.0
2019-01-03 06:30:00,Mace Head,9.934059,1,3,1,1,1,1,3.0
2019-01-03 06:40:00,Mace Head,9.934781,1,3,1,1,1,1,3.0
2019-01-03 06:50:00,Mace Head,9.935389,1,3,1,1,1,1,3.0
2019-01-03 07:00:00,Mace Head,9.933778,1,3,1,1,1,1,3.0
2019-01-03 07:10:00,Mace Head,9.932894,1,3,1,1,1,1,3.0
2019-01-03 07:20:00,Mace Head,9.931782,1,3,1,1,1,1,3.0
2019-01-03 07:30:00,Mace Head,9.931262,1,3,1,1,1,1,3.0
2019-01-03 07:40:00,Mace Head,9.926993,1,3,1,1,1,1,3.0
2019-01-03 07:50:00,Mace Head,9.926902,1,3,1,1,1,1,3.0
2019-01-03 08:00:00,Mace Head,9.925201,1,3,1,1,1,1,3.0
2019-01-03 08:10:00,Mace Head,9.922467,1,3,1,1,1,1,3.0
2019-01-03 08:20:00,Mace Head,9.921882,1,3,1,1,1,1,3.0
2019-01-03 08:30:00,Mace Head,9.918087,1,3,1,1,1,1,3.0
2019-01-03 08:40:00,Mace Head,9.91691,1,3,1,1,1,1,3.0
2019-01-03 08:50:00,Mace Head,9.914582,1,3,1,1,1,1,3.0
2019-01-03 09:00:00,Mace Head,9.915514,1,3,1,1,1,1,3.0
2019-01-03 09:10:00,Mace Head,9.918734,1,3,1,1,1,1,3.0
2019-01-03 09:20:00,Mace Head,9.916387,1,3,1,1,1,1,3.0
2019-01-03 09:30:00,Mace Head,9.919897,1,3,1,1,1,1,3.0
2019-01-03 09:40:00,Mace Head,9.917812,1,3,1,1,1,1,3.0
2019-01-03 09:50:00,Mace Head,9.915341,1,3,1,1,1,1,3.0
2019-01-03 10:00:00,Mace Head,9.916654,1,3,1,1,1,1,3.0
2019-01-03 10:10:00,Mace Head,9.915258,1,3,1,1,1,1,3.0
2019-01-03 10:20:00,Mace Head,9.912137,1,3,1,1,1,1,3.0
2019-01-03 10:30:00,Mace Head,9.911268,1,3,1,1,1,1,3.0
2019-01-03 10:40:00,Mace Head,9.90081,1,3,1,1,1,1,3.0
2019-01-03 10:50:00,Mace Head,9.882274,1,3,1,1,1,1,3.0
2019-01-03 11:00:00,Mace Head,9.879496,1,3,1,1,1,1,3.0
2019-01-03 11:10:00,Mace Head,9.875234,1,3,1,1,1,1,3.0
2019-01-03 11:20:00,Mace Head,9.875254,1,3,1,1,1,1,3.0
2019-01-03 11:30:00,Mace Head,9.880957,1,3,1,1,1,1,3.0
2019-01-03 11:40:00,Mace Head,9.884398,1,3,1,1,1,1,3.0
2019-01-03 11:50:00,Mace Head,9.88322,1,3,1,1,1,1,3.0
2019-01-03 12:00:00,Mace Head,9.882154,1,3,1,1,1,1,3.0
2019-01-03 12:10:00,Mace Head,9.883185,1,3,1,1,1,1,3.0
2019-01-03 12:20:00,Mace Head,9.885654,1,3,1,1,1,1,3.0
2019-01-03 12:30:00,Mace Head,9.887009,1,3,1,1,1,1,3.0
2019-01-03 12:40:00,Mace Head,9.887805,1,3,1,1,1,1,3.0
2019-01-03 12:50:00,Mace Head,9.890398,1,3,1,1,1,1,3.0
2019-01-03 13:00:00,Mace Head,9.854114,1,3,1,1,1,1,3.0
2019-01-03 13:10:00,Mace Head,9.813996,1,3,1,1,1,1,3.0
2019-01-03 13:20:00,Mace Head,9.811598,1,3,1,1,1,1,3.0
2019-01-03 13:30:00,Mace Head,9.807829,1,3,1,1,1,1,3.0
2019-01-03 13:40:00,Mace Head,9.805829,1,3,1,1,1,1,3.0
2019-01-03 13:50:00,Mace Head,9.802402,1,3,1,1,1,1,3.0
2019-01-03 14:00:00,Mace Head,9.805583,1,3,1,1,1,1,3.0
2019-01-03 14:10:00,Mace Head,9.810032,1,3,1,1,1,1,3.0
2019-01-03 14:20:00,Mace Head,9.807998,1,3,1,1,1,1,3.0
2019-01-03 14:30:00,Mace Head,9.798892,1,3,1,1,1,1,3.0
2019-01-03 14:40:00,Mace Head,9.796701,1,3,1,1,1,1,3.0
2019-01-03 14:50:00,Mace Head,9.795706,1,3,1,1,1,1,3.0
2019-01-03 15:00:00,Mace Head,9.793794,1,3,1,1,1,1,3.0
2019-01-03 15:10:00,Mace Head,9.79995,1,3,1,1,1,1,3.0
2019-01-03 15:20:00,Mace Head,9.796562,1,3,1,1,1,1,3.0
2019-01-03 15:30:00,Mace Head,9.797252,1,3,1,1,1,1,3.0
2019-01-03 15:40:00,Mace Head,9.793575,1,3,1,1,1,1,3.0
2019-01-03 15:50:00,Mace Head,9.789344,1,3,1,1,1,1,3.0
2019-01-03 16:00:00,Mace Head,9.795686,1,3,1,1,1,1,3.0
2019-01-03 16:10:00,Mace Head,9.792123,1,3,1,1,1,1,3.0
2019-01-03 16:20:00,Mace Head,9.774659,1,3,1,1,1,1,3.0
2019-01-03 16:30:00,Mace Head,9.763732,1,3,1,1,1,1,3.0
2019-01-03 16:40:00,Mace Head,9.754454,1,3,1,1,1,1,3.0
2019-01-03 16:50:00,Mace Head,9.750531,1,3,1,1,1,1,3.0
2019-01-03 17:00:00,Mace Head,9.748858,1,3,1,1,1,1,3.0
2019-01-03 17:10:00,Mace Head,9.751793,1,3,1,1,1,1,3.0
2019-01-03 17:20:00,Mace Head,9.756261,1,3,1,1,1,1,3.0
2019-01-03 17:30:00,Mace Head,9.758448,1,3,1,1,1,1,3.0
2019-01-03 17:40:00,Mace Head,9.758505,1,3,1,1,1,1,3.0
2019-01-03 17:50:00,Mace Head,9.756066,1,3,1,1,1,1,3.0
2019-01-03 18:00:00,Mace Head,9.75949,1,3,1,1,1,1,3.0
2019-01-03 18:10:00,Mace Head,9.76279,1,3,1,1,1,1,3.0
2019-01-03 18:20:00,Mace Head,9.762774,1,3,1,1,1,1,3.0
2019-01-03 18:30:00,Mace Head,9.763639,1,3,1,1,1,1,3.0
2019-01-03 18:40:00,Mace Head,9.753278,1,3,1,1,1,1,3.0
2019-01-03 18:50:00,Mace Head,9.746774,1,3,1,1,1,1,3.0
2019-01-03 19:00:00,Mace Head,9.741641,1,3,1,1,1,1,3.0
2019-01-03 19:10:00,Mace Head,9.741442,1,3,1,1,1,1,3.0
2019-01-03 19:20:00,Mace Head,9.74623,1,3,1,1,1,1,3.0
2019-01-03 19:30:00,Mace Head,9.749333,1,3,1,1,1,1,3.0
2019-01-03 19:40:00,Mace Head,9.752823,1,3,1,1,1,1,3.0
2019-01-03 19:50:00,Mace Head,9.754609,1,3,1,1,1,1,3.0
2019-01-03 20:00:00,Mace Head,9.761362,1,3,1,1,1,1,3.0
2019-01-03 20:10:00,Mace Head,9.755859,1,3,1,1,1,1,3.0
2019-01-03 20:20:00,Mace Head,9.750555,1,3,1,1,1,1,3.0
2019-01-03 20:30:00,Mace Head,9.75295,1,3,1,1,1,1,3.0
2019-01-03 20:40:00,Mace Head,9.754142,1,3,1,1,1,1,3.0
2019-01-03 20:50:00,Mace Head,9.753086,1,3,1,1,1,1,3.0
2019-01-03 21:00:00,Mace Head,9.754663,1,3,1,1,1,1,3.0
2019-01-03 21:10:00,Mace Head,9.75505,1,3,1,1,1,1,3.0
2019-01-03 21:20:00,Mace Head,9.752439,1,3,1,1,1,1,3.0
2019-01-03 21:30:00,Mace Head,9.753471,1,3,1,1,1,1,3.0
